user_id,timestamp,Challenge,Confidence_Score
110,2025-05-08 11:53:30,status-http,0.74059331
103,2025-04-22 16:01:19,status-http,0.99999678
102,2025-04-22 15:54:16,status-http,0.91418767
104,2025-04-22 16:28:22,status-http,0.95456105
104,2025-04-22 16:26:42,penjumlahan-dua-angka,0.99971861
111,2025-05-08 12:31:21,status-http,0.99065828
117,2025-05-09 11:08:02,status-http,0.7888428
110,2025-05-08 11:46:15,status-http,0.99400592
112,2025-05-08 12:19:16,penjumlahan-dua-angka,0.89324808
112,2025-05-08 12:21:51,penjumlahan-dua-angka,0.99229044
109,2025-05-08 11:25:04,status-http,0.99293774
104,2025-04-22 16:33:42,status-http,0.50193906
117,2025-05-09 11:18:17,status-http,0.99998808
103,2025-04-22 15:46:24,status-http,0.99993503
108,2025-05-08 11:07:04,status-http,0.99996245
100,2025-04-22 13:11:37,status-http,0.99015653
115,2025-05-08 14:53:11,penjumlahan-dua-angka,0.99661404
104,2025-04-22 16:46:42,status-http,0.9676944
106,2025-04-22 17:11:09,penjumlahan-dua-angka,0.684268
107,2025-05-07 13:07:37,status-http,0.9553718
104,2025-04-22 16:40:07,status-http,0.97140872
100,2025-04-22 13:00:47,status-http,0.99997938
113,2025-05-08 13:32:30,status-http,0.99991584
100,2025-04-22 13:08:02,status-http,0.99148399
113,2025-05-08 13:32:35,status-http,0.99996221
112,2025-05-08 12:36:41,status-http,0.99631673
117,2025-05-09 10:59:12,penjumlahan-dua-angka,0.99305564
104,2025-04-22 16:50:02,status-http,0.90766412
106,2025-04-22 17:24:19,status-http,0.74980938
103,2025-04-22 16:03:29,status-http,0.99408108
109,2025-05-08 11:29:59,status-http,0.99995089
114,2025-05-08 13:28:23,status-http,0.99216789
117,2025-05-09 11:15:42,status-http,0.93347865
99,2025-04-22 12:58:23,status-http,0.83578473
107,2025-05-07 13:09:52,status-http,0.99990237
101,2025-04-22 14:22:59,status-http,0.99967062
97,2025-04-22 12:16:19,status-http,0.70605564
106,2025-04-22 17:09:24,penjumlahan-dua-angka,0.86698669
111,2025-05-08 12:11:32,status-http,0.99796283
115,2025-05-08 15:03:01,status-http,0.99753064
110,2025-05-08 11:42:22,status-http,0.99104196
97,2025-04-22 12:12:24,status-http,0.84776467
108,2025-05-08 11:08:49,status-http,0.9956851
99,2025-04-22 13:10:18,status-http,0.81742889
100,2025-04-22 12:55:47,penjumlahan-dua-angka,0.99999714
111,2025-05-08 12:02:32,penjumlahan-dua-angka,0.50925004
112,2025-05-08 12:24:41,penjumlahan-dua-angka,0.99951661
108,2025-05-08 11:14:44,status-http,0.99959785
101,2025-04-22 14:16:24,status-http,0.99485648
118,2025-05-16 11:13:42,status-http,0.99550688
118,2025-05-16 11:14:17,status-http,0.99945122
118,2025-05-16 11:14:32,status-http,0.99999976
106,2025-04-22 17:28:24,status-http,1.0
103,2025-04-22 15:46:29,status-http,0.99368072
114,2025-05-08 13:33:38,status-http,0.99956805
108,2025-05-08 11:23:59,status-http,0.99780756
109,2025-05-08 11:13:34,penjumlahan-dua-angka,0.99999154
115,2025-05-08 15:01:56,status-http,0.99932468
106,2025-04-22 17:21:49,status-http,0.91096616
112,2025-05-08 12:31:46,penjumlahan-dua-angka,0.99982584
113,2025-05-08 13:23:55,status-http,0.99942845
107,2025-05-07 13:21:22,status-http,0.99999964
107,2025-05-07 13:15:12,status-http,0.9993369
110,2025-05-08 11:48:40,status-http,0.99032718
107,2025-05-07 13:20:32,status-http,0.99049431
117,2025-05-09 11:07:12,status-http,0.67237306
104,2025-04-22 16:34:07,status-http,0.91240495
102,2025-04-22 15:59:26,status-http,0.99756765
115,2025-05-08 15:00:06,status-http,0.99988794
108,2025-05-08 11:25:39,status-http,0.97695541
102,2025-04-22 15:45:41,penjumlahan-dua-angka,0.99903321
117,2025-05-09 11:07:42,status-http,0.8812511
104,2025-04-22 16:48:12,status-http,0.74010909
117,2025-05-09 11:13:32,status-http,0.54116929
103,2025-04-22 15:47:49,status-http,0.99443203
117,2025-05-09 10:57:57,penjumlahan-dua-angka,0.99947363
104,2025-04-22 16:49:57,status-http,0.94106656
102,2025-04-22 15:42:31,penjumlahan-dua-angka,0.99276829
100,2025-04-22 13:11:57,status-http,0.99992263
106,2025-04-22 17:27:49,status-http,1.0
100,2025-04-22 13:13:17,status-http,0.99999309
109,2025-05-08 11:24:39,status-http,0.89702064
108,2025-05-08 11:09:34,status-http,0.99982762
107,2025-05-07 13:13:37,status-http,0.99999297
109,2025-05-08 11:38:19,status-http,0.99914753
102,2025-04-22 16:05:26,status-http,0.54385895
109,2025-05-08 11:24:19,status-http,0.99617153
117,2025-05-09 11:12:37,status-http,0.9940666
117,2025-05-09 11:05:22,status-http,0.92461783
116,2025-05-08 14:54:29,penjumlahan-dua-angka,0.98646307
109,2025-05-08 11:17:54,penjumlahan-dua-angka,0.99939036
99,2025-04-22 12:49:53,status-http,0.96313709
110,2025-05-08 11:54:55,status-http,0.98985952
107,2025-05-07 13:22:52,status-http,0.99976867
111,2025-05-08 12:08:37,status-http,0.99724805
113,2025-05-08 13:26:30,status-http,0.9999975
102,2025-04-22 15:42:26,penjumlahan-dua-angka,0.99818504
111,2025-05-08 12:24:21,status-http,0.97350162
104,2025-04-22 16:29:52,status-http,0.97536647
118,2025-05-16 11:13:07,status-http,0.99307102
104,2025-04-22 16:39:42,status-http,0.98595387
112,2025-05-08 12:19:26,penjumlahan-dua-angka,0.98531693
106,2025-04-22 17:24:44,status-http,0.99491829
116,2025-05-08 14:58:19,status-http,0.9907341
107,2025-05-07 13:20:52,status-http,0.90048981
113,2025-05-08 13:37:00,status-http,0.99998164
111,2025-05-08 12:27:21,status-http,0.99725479
112,2025-05-08 12:25:11,penjumlahan-dua-angka,0.95306748
108,2025-05-08 11:14:59,status-http,0.68373442
99,2025-04-22 12:51:23,status-http,0.99672854
104,2025-04-22 16:31:12,status-http,0.97480178
116,2025-05-08 15:10:39,status-http,0.77356595
113,2025-05-08 13:31:35,status-http,0.99997866
111,2025-05-08 12:15:27,status-http,0.99937773
106,2025-04-22 17:19:49,status-http,0.97583371
108,2025-05-08 11:10:14,status-http,0.99615437
111,2025-05-08 12:17:57,status-http,0.66314971
116,2025-05-08 14:59:44,status-http,0.94989508
102,2025-04-22 15:46:46,penjumlahan-dua-angka,0.95935261
100,2025-04-22 13:12:22,status-http,0.99899703
112,2025-05-08 12:04:44,penjumlahan-dua-angka,0.99623197
99,2025-04-22 13:04:53,status-http,0.88334012
107,2025-05-07 13:24:52,status-http,0.96196711
112,2025-05-08 12:21:36,penjumlahan-dua-angka,0.99885046
110,2025-05-08 11:49:45,status-http,0.59465319
114,2025-05-08 13:32:43,status-http,0.50282979
118,2025-05-16 11:10:47,penjumlahan-dua-angka,0.98827803
108,2025-05-08 11:15:44,status-http,0.82336068
108,2025-05-08 11:12:24,status-http,0.99343431
112,2025-05-08 12:03:59,penjumlahan-dua-angka,0.99911028
113,2025-05-08 13:35:50,status-http,0.99994671
118,2025-05-16 11:25:33,status-http,0.99860829
107,2025-05-07 13:07:57,status-http,0.99929976
100,2025-04-22 13:04:17,status-http,0.99999821
110,2025-05-08 11:44:07,status-http,0.99834669
104,2025-04-22 16:38:17,status-http,0.9780066
102,2025-04-22 15:43:36,penjumlahan-dua-angka,0.99190032
104,2025-04-22 16:31:52,status-http,0.99094206
97,2025-04-22 12:09:49,status-http,0.81913561
112,2025-05-08 12:24:51,penjumlahan-dua-angka,0.99981427
113,2025-05-08 13:26:20,status-http,0.99999666
113,2025-05-08 13:34:10,status-http,0.99999952
102,2025-04-22 15:53:11,status-http,0.99890089
107,2025-05-07 13:23:57,status-http,0.99615014
109,2025-05-08 11:27:14,status-http,0.93774414
116,2025-05-08 15:04:54,status-http,0.81335711
107,2025-05-07 13:21:47,status-http,0.98480171
114,2025-05-08 13:33:13,status-http,0.96178359
109,2025-05-08 11:39:49,status-http,0.99968231
113,2025-05-08 13:29:25,status-http,0.99990201
116,2025-05-08 15:03:04,status-http,0.99899262
107,2025-05-07 13:01:42,status-http,0.96540278
108,2025-05-08 11:09:04,status-http,0.99990082
114,2025-05-08 13:43:38,status-http,0.99162173
114,2025-05-08 13:37:58,status-http,1.0
111,2025-05-08 12:07:22,status-http,0.99959522
97,2025-04-22 12:19:04,status-http,0.96834308
109,2025-05-08 11:41:09,status-http,0.60471082
113,2025-05-08 13:22:25,penjumlahan-dua-angka,0.99960721
102,2025-04-22 15:40:21,penjumlahan-dua-angka,0.70036191
108,2025-05-08 11:18:04,status-http,0.5549022
112,2025-05-08 12:04:04,penjumlahan-dua-angka,0.99908578
109,2025-05-08 11:30:09,status-http,0.99973208
111,2025-05-08 12:05:27,status-http,0.84770679
111,2025-05-08 12:08:12,status-http,0.99611628
107,2025-05-07 13:06:22,status-http,0.57327098
103,2025-04-22 15:53:19,status-http,0.99776459
117,2025-05-09 11:07:47,status-http,0.99772483
113,2025-05-08 13:22:20,penjumlahan-dua-angka,0.99999404
117,2025-05-09 11:02:17,status-http,0.99726999
100,2025-04-22 13:07:22,status-http,0.99995184
111,2025-05-08 12:07:17,status-http,0.99822384
112,2025-05-08 12:25:26,penjumlahan-dua-angka,0.79493719
104,2025-04-22 16:45:12,status-http,0.92318922
108,2025-05-08 11:29:24,status-http,0.99791998
104,2025-04-22 16:36:27,status-http,0.99863112
103,2025-04-22 15:46:49,status-http,0.99964297
117,2025-05-09 11:01:57,status-http,0.7246356
116,2025-05-08 14:59:54,status-http,0.88606912
117,2025-05-09 11:03:47,status-http,0.99999821
107,2025-05-07 13:21:52,status-http,0.98526937
102,2025-04-22 16:04:46,status-http,0.93776941
115,2025-05-08 15:02:36,status-http,0.9894554
112,2025-05-08 12:25:16,penjumlahan-dua-angka,0.97277057
107,2025-05-07 13:13:32,status-http,0.99133497
115,2025-05-08 14:59:41,status-http,0.99676836
109,2025-05-08 11:21:39,status-http,0.99981558
112,2025-05-08 12:20:11,penjumlahan-dua-angka,0.97160923
111,2025-05-08 12:30:21,status-http,0.78880948
111,2025-05-08 12:28:51,status-http,0.99029565
103,2025-04-22 15:45:04,status-http,0.68011785
114,2025-05-08 13:49:08,status-http,0.97220922
113,2025-05-08 13:24:20,status-http,0.99999857
102,2025-04-22 15:50:31,status-http,0.74321812
108,2025-05-08 11:13:39,status-http,0.99656135
111,2025-05-08 12:08:22,status-http,0.99795914
97,2025-04-22 11:54:44,penjumlahan-dua-angka,0.99597818
103,2025-04-22 16:05:19,status-http,1.0
117,2025-05-09 11:16:52,status-http,0.99998212
114,2025-05-08 13:30:08,status-http,0.9996047
97,2025-04-22 12:11:09,status-http,0.97882181
118,2025-05-16 11:25:23,status-http,0.99846661
115,2025-05-08 14:56:11,status-http,0.9675895
116,2025-05-08 15:05:59,status-http,0.99589455
107,2025-05-07 13:23:52,status-http,0.99726391
100,2025-04-22 13:04:22,status-http,0.99998403
117,2025-05-09 10:58:02,penjumlahan-dua-angka,0.9988116
100,2025-04-22 13:04:27,status-http,0.99999094
97,2025-04-22 12:17:49,status-http,0.50137293
102,2025-04-22 15:53:21,status-http,0.98239791
104,2025-04-22 16:44:02,status-http,0.96107382
114,2025-05-08 13:39:43,status-http,0.94978011
97,2025-04-22 12:15:59,status-http,0.99555534
102,2025-04-22 15:42:41,penjumlahan-dua-angka,0.99751782
102,2025-04-22 15:59:41,status-http,0.99415755
113,2025-05-08 13:35:20,status-http,0.99999571
108,2025-05-08 11:04:24,status-http,0.99979043
99,2025-04-22 12:55:28,status-http,0.98684061
104,2025-04-22 16:35:22,status-http,0.50638396
106,2025-04-22 17:20:29,status-http,0.78347456
106,2025-04-22 17:28:34,status-http,0.9999553
113,2025-05-08 13:23:00,penjumlahan-dua-angka,0.99994719
106,2025-04-22 17:21:14,status-http,0.77462882
109,2025-05-08 11:30:59,status-http,0.62293333
97,2025-04-22 12:12:09,status-http,0.5631128
104,2025-04-22 16:25:12,penjumlahan-dua-angka,0.99792618
118,2025-05-16 11:23:22,status-http,0.99939966
114,2025-05-08 13:47:08,status-http,0.99976164
103,2025-04-22 16:01:44,status-http,0.93402475
104,2025-04-22 16:33:47,status-http,0.9193688
104,2025-04-22 16:36:12,status-http,0.85366434
116,2025-05-08 15:06:19,status-http,0.94647682
110,2025-05-08 11:49:25,status-http,0.99553704
108,2025-05-08 11:06:59,status-http,0.99998069
112,2025-05-08 12:03:29,penjumlahan-dua-angka,0.99742675
107,2025-05-07 13:21:57,status-http,0.99999881
108,2025-05-08 11:11:59,status-http,0.99996817
111,2025-05-08 12:27:41,status-http,0.99853992
111,2025-05-08 12:25:46,status-http,0.99449241
113,2025-05-08 13:37:35,status-http,0.99991012
118,2025-05-16 11:16:32,status-http,0.99866641
107,2025-05-07 13:03:27,status-http,1.0
117,2025-05-09 11:04:57,status-http,0.997715
97,2025-04-22 11:59:14,status-http,0.99962628
103,2025-04-22 15:39:44,penjumlahan-dua-angka,0.5802508
102,2025-04-22 15:49:36,status-http,0.96004355
112,2025-05-08 12:03:34,penjumlahan-dua-angka,0.9995802
112,2025-05-08 12:33:31,penjumlahan-dua-angka,0.99978346
113,2025-05-08 13:29:20,status-http,0.99996829
111,2025-05-08 12:09:27,status-http,0.96219891
100,2025-04-22 13:09:47,status-http,0.99993467
117,2025-05-09 10:55:47,penjumlahan-dua-angka,0.99999058
102,2025-04-22 16:06:31,status-http,0.93682778
102,2025-04-22 15:50:41,status-http,0.68812114
118,2025-05-16 11:21:07,status-http,0.9997372
115,2025-05-08 15:02:01,status-http,0.99984074
109,2025-05-08 11:40:39,status-http,0.92548543
114,2025-05-08 13:33:48,status-http,0.99977463
116,2025-05-08 15:01:54,status-http,0.99384707
97,2025-04-22 12:20:19,status-http,0.95112824
115,2025-05-08 15:04:11,status-http,0.99836856
102,2025-04-22 15:42:01,penjumlahan-dua-angka,0.93632305
100,2025-04-22 12:53:47,penjumlahan-dua-angka,0.9999994
115,2025-05-08 15:02:56,status-http,0.99760169
99,2025-04-22 13:11:56,status-http,0.9986499
109,2025-05-08 11:34:39,status-http,1.0
102,2025-04-22 15:55:16,status-http,0.99989092
109,2025-05-08 11:21:34,status-http,0.99934989
102,2025-04-22 16:05:21,status-http,0.77486867
108,2025-05-08 11:13:14,status-http,0.99977034
103,2025-04-22 15:44:39,status-http,0.9999814
111,2025-05-08 12:01:52,penjumlahan-dua-angka,0.99951351
115,2025-05-08 15:00:36,status-http,0.99979103
108,2025-05-08 11:26:09,status-http,0.99588108
113,2025-05-08 13:26:05,status-http,0.99999285
103,2025-04-22 15:56:09,status-http,0.90595388
107,2025-05-07 13:25:12,status-http,0.99729759
113,2025-05-08 13:36:10,status-http,0.99999774
102,2025-04-22 15:44:21,penjumlahan-dua-angka,0.9998821
106,2025-04-22 17:23:34,status-http,0.64902771
104,2025-04-22 16:40:42,status-http,0.88331288
102,2025-04-22 15:39:36,penjumlahan-dua-angka,0.86198163
101,2025-04-22 14:13:24,penjumlahan-dua-angka,0.9998703
112,2025-05-08 12:21:46,penjumlahan-dua-angka,0.99581134
112,2025-05-08 12:25:51,penjumlahan-dua-angka,0.99339736
110,2025-05-08 11:53:25,status-http,0.83466262
101,2025-04-22 14:17:14,status-http,0.99680352
107,2025-05-07 13:03:42,status-http,0.69409543
104,2025-04-22 16:30:22,status-http,0.95274198
109,2025-05-08 11:34:29,status-http,0.86900681
115,2025-05-08 15:01:11,status-http,0.99981773
104,2025-04-22 16:38:07,status-http,0.99200553
100,2025-04-22 13:11:12,status-http,0.99763197
112,2025-05-08 12:35:31,status-http,0.83259135
97,2025-04-22 11:57:34,status-http,0.99999583
103,2025-04-22 15:52:44,status-http,0.99833816
118,2025-05-16 11:23:02,status-http,0.99977189
103,2025-04-22 15:46:34,status-http,0.99995553
106,2025-04-22 17:11:54,penjumlahan-dua-angka,0.97136927
117,2025-05-09 11:06:22,status-http,0.54531974
117,2025-05-09 11:11:42,status-http,0.99989831
97,2025-04-22 11:59:29,status-http,0.60257977
114,2025-05-08 13:36:48,status-http,0.99714881
104,2025-04-22 16:29:42,status-http,0.99545187
113,2025-05-08 13:29:30,status-http,0.9999938
108,2025-05-08 11:19:54,status-http,0.99982679
99,2025-04-22 12:49:08,status-http,0.99426961
109,2025-05-08 11:25:14,status-http,0.98700637
103,2025-04-22 15:50:34,status-http,0.99999833
115,2025-05-08 14:56:06,status-http,0.99780542
104,2025-04-22 16:44:52,status-http,0.99995434
100,2025-04-22 12:55:22,penjumlahan-dua-angka,0.99992466
100,2025-04-22 13:03:22,status-http,0.99999201
102,2025-04-22 15:48:01,penjumlahan-dua-angka,0.99946731
112,2025-05-08 12:30:56,penjumlahan-dua-angka,0.992378
114,2025-05-08 13:37:23,status-http,0.99988294
109,2025-05-08 11:37:44,status-http,0.99671364
108,2025-05-08 11:22:59,status-http,0.96545482
104,2025-04-22 16:48:02,status-http,0.64962411
99,2025-04-22 12:51:33,status-http,0.99580789
104,2025-04-22 16:43:02,status-http,0.97669756
109,2025-05-08 11:15:49,penjumlahan-dua-angka,1.0
100,2025-04-22 13:07:37,status-http,0.99998176
107,2025-05-07 13:21:42,status-http,0.90554565
108,2025-05-08 11:11:49,status-http,0.9796688
109,2025-05-08 11:24:49,status-http,0.99965274
109,2025-05-08 11:41:34,status-http,0.81471658
117,2025-05-09 11:18:02,status-http,0.52455568
108,2025-05-08 11:13:09,status-http,0.99986422
118,2025-05-16 11:18:47,status-http,0.69941276
102,2025-04-22 15:56:31,status-http,0.92611039
109,2025-05-08 11:23:24,status-http,0.99999332
114,2025-05-08 13:37:33,status-http,0.67722118
103,2025-04-22 15:52:09,status-http,0.8956992
107,2025-05-07 13:24:02,status-http,0.99992549
97,2025-04-22 12:07:44,status-http,0.65173346
103,2025-04-22 15:46:39,status-http,0.9999795
100,2025-04-22 13:08:47,status-http,0.97923857
109,2025-05-08 11:23:44,status-http,0.99995768
97,2025-04-22 11:57:39,status-http,0.9999398
102,2025-04-22 15:49:21,status-http,0.93381691
99,2025-04-22 12:55:23,status-http,0.98492163
118,2025-05-16 11:25:03,status-http,0.99455762
118,2025-05-16 11:22:32,status-http,0.999762
99,2025-04-22 13:01:43,status-http,0.58024335
102,2025-04-22 15:42:11,penjumlahan-dua-angka,0.99935037
104,2025-04-22 16:49:47,status-http,0.77038473
108,2025-05-08 11:05:39,status-http,0.99992442
109,2025-05-08 11:38:04,status-http,0.98869497
104,2025-04-22 16:43:27,status-http,0.88113731
115,2025-05-08 15:00:16,status-http,0.99972659
108,2025-05-08 11:28:34,status-http,0.9985851
117,2025-05-09 10:57:02,penjumlahan-dua-angka,0.99999964
113,2025-05-08 13:22:35,penjumlahan-dua-angka,0.99974948
112,2025-05-08 12:26:11,penjumlahan-dua-angka,0.96924198
104,2025-04-22 16:38:22,status-http,0.99138737
114,2025-05-08 13:31:58,status-http,0.61595392
108,2025-05-08 11:19:49,status-http,0.90456694
103,2025-04-22 15:43:09,penjumlahan-dua-angka,0.99992025
109,2025-05-08 11:22:04,status-http,0.99980307
110,2025-05-08 11:39:02,penjumlahan-dua-angka,0.99343807
106,2025-04-22 17:22:44,status-http,0.92364281
101,2025-04-22 14:23:54,status-http,0.99432844
102,2025-04-22 15:53:46,status-http,0.86992091
100,2025-04-22 13:03:27,status-http,0.99998832
112,2025-05-08 12:28:06,penjumlahan-dua-angka,0.99943751
117,2025-05-09 11:19:07,status-http,0.9999994
117,2025-05-09 11:17:02,status-http,0.99976891
106,2025-04-22 17:12:29,penjumlahan-dua-angka,0.68740052
104,2025-04-22 16:30:47,status-http,0.96937346
112,2025-05-08 12:33:06,penjumlahan-dua-angka,0.9971289
107,2025-05-07 13:16:07,status-http,0.99149054
117,2025-05-09 11:01:42,status-http,0.71085882
97,2025-04-22 12:15:49,status-http,0.99716043
106,2025-04-22 17:27:24,status-http,0.75538027
108,2025-05-08 11:29:14,status-http,0.96662927
100,2025-04-22 12:56:37,penjumlahan-dua-angka,0.99992299
109,2025-05-08 11:28:29,status-http,0.99998152
106,2025-04-22 17:19:34,status-http,0.99223328
117,2025-05-09 11:03:12,status-http,0.99968833
100,2025-04-22 12:55:27,penjumlahan-dua-angka,0.99999571
99,2025-04-22 12:56:08,status-http,0.99478853
106,2025-04-22 17:11:49,penjumlahan-dua-angka,0.92175889
108,2025-05-08 11:23:14,status-http,0.99326891
97,2025-04-22 12:19:59,status-http,0.97407705
97,2025-04-22 12:15:19,status-http,0.87241316
107,2025-05-07 13:12:42,status-http,0.99845433
109,2025-05-08 11:14:49,penjumlahan-dua-angka,0.99987245
107,2025-05-07 13:03:02,status-http,0.72521204
116,2025-05-08 14:58:44,status-http,0.99341863
103,2025-04-22 16:04:29,status-http,0.99850881
112,2025-05-08 12:05:14,penjumlahan-dua-angka,0.99852294
107,2025-05-07 13:14:12,status-http,0.96498823
101,2025-04-22 14:16:09,status-http,0.9983595
109,2025-05-08 11:37:04,status-http,0.9997682
112,2025-05-08 12:36:11,status-http,0.9989239
111,2025-05-08 12:26:56,status-http,0.98789412
107,2025-05-07 13:21:32,status-http,0.9999578
113,2025-05-08 13:41:16,status-http,0.99985456
104,2025-04-22 16:46:52,status-http,0.94078308
111,2025-05-08 12:29:41,status-http,0.99969167
113,2025-05-08 13:37:20,status-http,0.99999094
109,2025-05-08 11:15:34,penjumlahan-dua-angka,0.99963474
97,2025-04-22 12:08:24,status-http,0.91173804
116,2025-05-08 15:10:34,status-http,0.60569799
108,2025-05-08 11:17:14,status-http,0.98498833
106,2025-04-22 17:13:49,penjumlahan-dua-angka,0.52239513
113,2025-05-08 13:30:40,status-http,0.99997818
113,2025-05-08 13:28:40,status-http,0.99999714
112,2025-05-08 12:35:11,status-http,0.99978948
113,2025-05-08 13:31:55,status-http,0.99999225
109,2025-05-08 11:23:54,status-http,0.99555814
111,2025-05-08 12:09:12,status-http,0.98983324
109,2025-05-08 11:39:14,status-http,0.99565756
108,2025-05-08 11:15:54,status-http,0.95735806
111,2025-05-08 12:20:07,status-http,0.99937278
107,2025-05-07 12:59:12,status-http,0.99997735
114,2025-05-08 13:28:28,status-http,0.99931836
114,2025-05-08 13:37:18,status-http,0.99997103
107,2025-05-07 13:03:07,status-http,0.98607266
112,2025-05-08 12:29:31,penjumlahan-dua-angka,0.9981963
109,2025-05-08 11:28:39,status-http,0.99966609
112,2025-05-08 12:22:21,penjumlahan-dua-angka,0.99808872
104,2025-04-22 16:47:12,status-http,0.99461126
107,2025-05-07 12:56:07,penjumlahan-dua-angka,0.89916307
112,2025-05-08 12:05:04,penjumlahan-dua-angka,0.99912864
104,2025-04-22 16:49:17,status-http,0.76822335
111,2025-05-08 12:11:02,status-http,0.77555764
100,2025-04-22 12:55:17,penjumlahan-dua-angka,0.99019861
100,2025-04-22 12:53:27,penjumlahan-dua-angka,0.93156153
97,2025-04-22 11:58:54,status-http,0.9991172
114,2025-05-08 13:28:13,status-http,0.9151383
100,2025-04-22 13:08:17,status-http,0.99399441
117,2025-05-09 11:09:02,status-http,0.77888101
100,2025-04-22 13:10:52,status-http,0.9999783
112,2025-05-08 12:19:56,penjumlahan-dua-angka,0.96516997
97,2025-04-22 12:09:04,status-http,1.0
109,2025-05-08 11:29:29,status-http,0.99998617
100,2025-04-22 12:59:52,status-http,0.99994302
103,2025-04-22 15:51:09,status-http,0.87978721
97,2025-04-22 12:08:09,status-http,0.96467316
114,2025-05-08 13:23:13,penjumlahan-dua-angka,0.99984944
107,2025-05-07 13:05:22,status-http,0.99999988
107,2025-05-07 13:07:32,status-http,0.99603879
108,2025-05-08 11:11:34,status-http,0.97400647
100,2025-04-22 13:06:32,status-http,0.99993229
111,2025-05-08 12:03:27,status-http,0.99621886
111,2025-05-08 12:14:27,status-http,0.96268553
116,2025-05-08 15:05:49,status-http,0.97815025
111,2025-05-08 12:03:57,status-http,0.98131931
111,2025-05-08 12:04:27,status-http,0.95517516
103,2025-04-22 15:37:49,penjumlahan-dua-angka,0.94383293
110,2025-05-08 11:41:32,status-http,0.98651111
97,2025-04-22 12:07:29,status-http,0.97975045
